timestamp,experimento,fold,layers,maxiter,batchsize,l2,train_loss_final,val_loss_final,melhor_epoca,total_epocas
2026-04-23 21:14:02,512x4_mt_head,1,"[512, 512, 512, 512]",5000,500,0.0,0.137777,0.280564,3922,4122
2026-04-23 22:32:19,512x4_mt_head,2,"[512, 512, 512, 512]",5000,500,0.0,0.099027,0.202112,4800,5000
2026-04-23 23:46:09,512x4_mt_head,3,"[512, 512, 512, 512]",5000,500,0.0,0.122108,0.293843,4547,4747
2026-04-24 01:02:56,512x4_mt_head,4,"[512, 512, 512, 512]",5000,500,0.0,0.125385,0.321447,4918,5000
2026-04-24 02:18:56,512x4_mt_head,5,"[512, 512, 512, 512]",5000,500,0.0,0.110695,0.237574,4851,5000
2026-04-24 03:33:41,512x4_mt_head,6,"[512, 512, 512, 512]",5000,500,0.0,0.129663,0.266789,4915,5000
2026-04-24 04:47:24,512x4_mt_head,7,"[512, 512, 512, 512]",5000,500,0.0,0.119269,0.208907,4770,4970
2026-04-24 05:37:32,512x4_mt_head,8,"[512, 512, 512, 512]",5000,500,0.0,0.144352,0.267733,3128,3328
2026-04-24 06:51:41,512x4_mt_head,9,"[512, 512, 512, 512]",5000,500,0.0,0.110621,0.255987,4786,4986
2026-04-24 07:56:42,512x4_mt_head,10,"[512, 512, 512, 512]",5000,500,0.0,0.095173,0.200904,4179,4379
2026-04-24 09:08:51,512x4_mt_head,11,"[512, 512, 512, 512]",5000,500,0.0,0.078491,0.197286,4995,5000
2026-04-24 10:07:22,512x4_mt_head,12,"[512, 512, 512, 512]",5000,500,0.0,0.088477,0.259124,3960,4160
2026-04-24 11:19:12,512x4_mt_head,13,"[512, 512, 512, 512]",5000,500,0.0,0.10492,0.25892,4805,5000
2026-04-24 12:30:56,512x4_mt_head,14,"[512, 512, 512, 512]",5000,500,0.0,0.104775,0.26158,4943,5000
2026-04-24 13:29:14,512x4_mt_head,15,"[512, 512, 512, 512]",5000,500,0.0,0.132486,0.33333,3857,4057
2026-04-24 14:43:05,512x4_mt_head,16,"[512, 512, 512, 512]",5000,500,0.0,0.090365,0.231711,4970,5000
2026-04-24 15:55:47,512x4_mt_head,17,"[512, 512, 512, 512]",5000,500,0.0,0.134666,0.286508,4891,5000
2026-04-24 16:56:52,512x4_mt_head,18,"[512, 512, 512, 512]",5000,500,0.0,0.192173,0.416207,3949,4149
2026-04-24 18:08:44,512x4_mt_head,19,"[512, 512, 512, 512]",5000,500,0.0,0.107308,0.283997,4728,4928
2026-04-24 19:00:57,512x4_mt_head,20,"[512, 512, 512, 512]",5000,500,0.0,0.126352,0.283309,3314,3514
2026-04-24 20:09:43,512x4_mt_head,21,"[512, 512, 512, 512]",5000,500,0.0,0.08877,0.209499,4515,4715
2026-04-24 21:16:58,512x4_mt_head,22,"[512, 512, 512, 512]",5000,500,0.0,0.100637,0.286344,4419,4619
2026-04-24 22:29:08,512x4_mt_head,23,"[512, 512, 512, 512]",5000,500,0.0,0.101584,0.271152,4836,5000
2026-04-24 23:40:58,512x4_mt_head,24,"[512, 512, 512, 512]",5000,500,0.0,0.139858,0.276825,4993,5000
2026-04-25 00:43:54,512x4_mt_head,25,"[512, 512, 512, 512]",5000,500,0.0,0.136733,0.286409,4159,4359
2026-04-25 01:19:37,512x4_mt_head,26,"[512, 512, 512, 512]",5000,500,0.0,0.224252,0.349096,2212,2412
2026-04-25 02:31:21,512x4_mt_head,27,"[512, 512, 512, 512]",5000,500,0.0,0.113207,0.247866,4987,5000
2026-04-25 03:43:00,512x4_mt_head,28,"[512, 512, 512, 512]",5000,500,0.0,0.118917,0.220616,4990,5000
2026-04-25 04:53:54,512x4_mt_head,29,"[512, 512, 512, 512]",5000,500,0.0,0.138499,0.2552,4964,5000
2026-04-25 06:05:08,512x4_mt_head,30,"[512, 512, 512, 512]",5000,500,0.0,0.100023,0.270531,4966,5000
