timestamp,experimento,fold,layers,maxiter,batchsize,l2,train_loss_final,val_loss_final,melhor_epoca,total_epocas
2026-03-30 13:46:37,exp15,1,"[512, 512, 512, 512]",5000,500,0.0,0.193377,0.418592,4175,4375
2026-03-30 14:45:22,exp15,2,"[512, 512, 512, 512]",5000,500,0.0,0.213474,0.374836,3419,3619
2026-03-30 16:05:36,exp15,3,"[512, 512, 512, 512]",5000,500,0.0,0.166406,0.341141,4954,5000
2026-03-30 17:25:11,exp15,4,"[512, 512, 512, 512]",5000,500,0.0,0.174435,0.284192,4971,5000
2026-03-30 18:31:57,exp15,5,"[512, 512, 512, 512]",5000,500,0.0,0.217927,0.449191,4002,4202
2026-03-30 19:49:22,exp15,6,"[512, 512, 512, 512]",5000,500,0.0,0.206407,0.392058,4963,5000
2026-03-30 20:36:17,exp15,7,"[512, 512, 512, 512]",5000,500,0.0,0.333882,0.545964,2775,2975
2026-03-30 21:52:07,exp15,8,"[512, 512, 512, 512]",5000,500,0.0,0.202036,0.370033,4781,4981
2026-03-30 23:05:20,exp15,9,"[512, 512, 512, 512]",5000,500,0.0,0.18787,0.363472,4610,4810
2026-03-31 00:12:07,exp15,10,"[512, 512, 512, 512]",5000,500,0.0,0.214298,0.38727,4194,4394
2026-03-31 01:07:56,exp15,11,"[512, 512, 512, 512]",5000,500,0.0,0.217829,0.391578,3460,3660
2026-03-31 02:19:51,exp15,12,"[512, 512, 512, 512]",5000,500,0.0,0.162485,0.34148,4529,4729
2026-03-31 03:09:44,exp15,13,"[512, 512, 512, 512]",5000,500,0.0,0.254676,0.442138,3066,3266
2026-03-31 04:19:02,exp15,14,"[512, 512, 512, 512]",5000,500,0.0,0.189373,0.341635,4439,4639
2026-03-31 05:26:48,exp15,15,"[512, 512, 512, 512]",5000,500,0.0,0.204085,0.42509,4311,4511
2026-03-31 06:40:42,exp15,16,"[512, 512, 512, 512]",5000,500,0.0,0.215857,0.388463,4962,5000
2026-03-31 07:52:24,exp15,17,"[512, 512, 512, 512]",5000,500,0.0,0.255249,0.43309,4656,4856
2026-03-31 09:02:30,exp15,18,"[512, 512, 512, 512]",5000,500,0.0,0.148436,0.337326,4476,4676
2026-03-31 09:59:23,exp15,19,"[512, 512, 512, 512]",5000,500,0.0,0.221511,0.448318,3656,3856
2026-03-31 11:03:22,exp15,20,"[512, 512, 512, 512]",5000,500,0.0,0.204168,0.382886,4140,4340
2026-03-31 12:16:40,exp15,21,"[512, 512, 512, 512]",5000,500,0.0,0.175642,0.334334,4853,5000
2026-03-31 13:19:34,exp15,22,"[512, 512, 512, 512]",5000,500,0.0,0.257272,0.56996,4091,4291
