timestamp,experimento,fold,layers,maxiter,batchsize,l2,train_loss_final,val_loss_final,melhor_epoca,total_epocas
2026-04-25 12:39:29,512x4_mt_core,1,"[512, 512, 512, 512]",5000,500,0.0,0.169957,0.353876,4525,4725
2026-04-25 14:51:06,512x4_mt_core,2,"[512, 512, 512, 512]",5000,500,0.0,0.216267,0.429332,4360,4560
2026-04-25 16:34:07,512x4_mt_core,3,"[512, 512, 512, 512]",5000,500,0.0,0.245345,0.59286,3399,3599
2026-04-25 18:37:21,512x4_mt_core,4,"[512, 512, 512, 512]",5000,500,0.0,0.187701,0.388115,4230,4430
2026-04-25 20:44:57,512x4_mt_core,5,"[512, 512, 512, 512]",5000,500,0.0,0.195,0.48076,4543,4743
2026-04-25 22:57:37,512x4_mt_core,6,"[512, 512, 512, 512]",5000,500,0.0,0.203653,0.497302,4755,4955
2026-04-26 00:50:22,512x4_mt_core,7,"[512, 512, 512, 512]",5000,500,0.0,0.170913,0.376868,4030,4230
2026-04-26 02:54:02,512x4_mt_core,8,"[512, 512, 512, 512]",5000,500,0.0,0.167586,0.378214,4444,4644
2026-04-26 05:06:24,512x4_mt_core,9,"[512, 512, 512, 512]",5000,500,0.0,0.235935,0.483284,4993,5000
2026-04-26 07:17:10,512x4_mt_core,10,"[512, 512, 512, 512]",5000,500,0.0,0.170596,0.469125,4940,5000
2026-04-26 09:27:32,512x4_mt_core,11,"[512, 512, 512, 512]",5000,500,0.0,0.188091,0.401842,4912,5000
2026-04-26 11:10:48,512x4_mt_core,12,"[512, 512, 512, 512]",5000,500,0.0,0.172166,0.388784,3738,3938
2026-04-26 13:08:23,512x4_mt_core,13,"[512, 512, 512, 512]",5000,500,0.0,0.202116,0.433161,4303,4503
2026-04-26 15:06:58,512x4_mt_core,14,"[512, 512, 512, 512]",5000,500,0.0,0.215244,0.444916,4367,4567
2026-04-26 17:08:08,512x4_mt_core,15,"[512, 512, 512, 512]",5000,500,0.0,0.217611,0.484342,4484,4684
2026-04-26 18:50:27,512x4_mt_core,16,"[512, 512, 512, 512]",5000,500,0.0,0.172034,0.361172,3726,3926
2026-04-26 20:44:03,512x4_mt_core,17,"[512, 512, 512, 512]",5000,500,0.0,0.23479,0.486032,4209,4409
2026-04-26 22:33:02,512x4_mt_core,18,"[512, 512, 512, 512]",5000,500,0.0,0.21858,0.394704,4031,4231
2026-04-27 00:41:30,512x4_mt_core,19,"[512, 512, 512, 512]",5000,500,0.0,0.207485,0.487674,4852,5000
2026-04-27 02:49:26,512x4_mt_core,20,"[512, 512, 512, 512]",5000,500,0.0,0.231344,0.494197,4973,5000
2026-04-27 03:55:02,512x4_mt_core,21,"[512, 512, 512, 512]",5000,500,0.0,0.398886,0.577616,2318,2518
2026-04-27 06:03:11,512x4_mt_core,22,"[512, 512, 512, 512]",5000,500,0.0,0.166835,0.40244,4995,5000
2026-04-27 08:07:10,512x4_mt_core,23,"[512, 512, 512, 512]",5000,500,0.0,0.23578,0.475682,4664,4864
